	2101	2609	2611	2809	428	4295	4298	4322	436	469	491	492	493	495	498	506	520	521	527
1754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8124946	0.0	0.0	0.0	0.0	0.0	-9.276697	0.0	0.0	0.0	0.0	0.0
2427	0.0	2.5866487	2.7200956	0.0	0.0	0.0	0.0	0.0	2.519215	0.0	0.0	0.0	0.0	0.0	0.0	5.3914433	0.0	0.0	0.0
2456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.15542	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1757717	0.0	0.0	0.0
2460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.46431	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.8649223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2779	3.3647957	0.0	0.0	0.47858438	0.0	0.0	0.0	0.0	-4.211889	0.0	3.1125374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2780	8.466584	0.0	0.0	1.0758611	0.0	0.0	0.0	0.0	0.0	0.0	8.340767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3151	0.0	0.0	0.0	0.0	0.0	-1.930112	-1.9354216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3152	1.490894	0.0	0.0	0.93218946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3174	0.0	4.358658	4.4464035	0.0	0.0	0.0	0.0	0.0	2.369887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5994909	0.0
3179	0.0	2.8396163	3.1462312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3626	0.0	0.0	0.0	0.0	0.06889391	0.0	0.0	0.0	0.0	0.0	0.0	-2.2798057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3646	0.0	-0.12619214	0.16636516	0.0	-1.2129819	0.0	0.0	0.0	4.723134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.019124	0.0
3655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.4682403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
672	0.0	-4.0122757	-3.487437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727	0.0	-0.03432307	-0.16725187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6533688	2.8484964	0.0
731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6756523	0.0
734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735	0.0	1.5448507	1.0068928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7180612	5.112683	0.0
736	0.0	0.0	2.150312e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
737	0.0	1.2839166	2.1908503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3827027	1.3993428	0.0
738	0.0	0.07291547	0.43077442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5425634	1.0935919	0.0
739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.437194	0.0	0.0	0.0	0.0	0.0	0.0
742	0.0	2.4853776	2.6674716	0.0	0.0	0.0	0.0	0.0	3.9722621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745	0.0	2.4853776	2.6674716	0.0	0.0	0.0	0.0	0.0	3.9722621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753	0.0	2.4866936	2.1684556	0.0	0.0	0.0	0.0	0.0	-1.0772724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
764	0.0	1.619926	1.4592633	0.0	0.0	0.0	0.0	0.0	5.6614146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765	0.0	1.7943556	0.58913463	0.0	0.0	0.0	0.0	0.0	0.29800117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776	0.0	1.8995184	2.1562657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6875713	4.471882	0.0
778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.858019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
779	0.0	5.676427	5.6795726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05339	0.0
780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0359249	-2.7748907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
